farmyr,Year,Longitude,Latitude
29-043-010-00028-02-01 2017,2017,-4.304666404,36.8853359
29-043-010-00028-02-01 2018,2018,-4.304666404,36.8853359
29-072-009-00001-01-01 2015,2015,-4.645113242,37.17761299
29-072-009-00001-01-01 2016,2016,-4.645113242,37.17761299
29-072-009-00001-01-01 2017,2017,-4.645113242,37.17761299
29-072-009-00001-01-01 2018,2018,-4.645113242,37.17761299
29-072-009-00001-01-01 2019,2019,-4.645113242,37.17761299
41-039-033-00065-02-1 2016,2016,-4.922094301,37.46751413
41-039-033-00065-02-1 2017,2017,-4.922094301,37.46751413
41-039-033-00065-02-1 2018,2018,-4.922094301,37.46751413
41-039-033-00065-02-1 2019,2019,-4.922094301,37.46751413
41-039-035-00062-17 2018,2018,-4.953821143,37.40336293
41-039-059-00086-03 2016,2016,-5.091704753,37.55779032
41-039-059-00086-03 2017,2017,-5.091704753,37.55779032
41-039-059-00086-03 2018,2018,-5.091704753,37.55779032
41-039-059-00086-03 2019,2019,-5.091704753,37.55779032
41-039-059-00118-01-1 2019,2019,-5.124270119,37.6006515
41-039-059-00139-10-1 2019,2019,-5.134484392,37.60722984
41-039-059-00150-16 2016,2016,-5.138317402,37.63005051
41-039-059-00150-16 2017,2017,-5.138317402,37.63005051
41-039-059-00150-16 2018,2018,-5.138317402,37.63005051
41-039-059-00150-16 2019,2019,-5.138317402,37.63005051
